Title,Authors,Year,Publisher,Citations,Link,References
Llemma: An open language model for mathematics,"Z Azerbayev, H Schoelkopf, K Paster… ",2023,arxiv,293,https://arxiv.org/abs/2310.10631,"https://scholar.google.com/scholar?q=related:gQJwHx_8FW8J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Controlmllm: Training-free visual prompt learning for multimodal large language models,"M Wu, X Cai, J Ji, J Li, O Huang… ",2024,proceedings,10,https://proceedings.neurips.cc/paper_files/paper/2024/hash/4fd96b997454b5b02698595df70fccaf-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:Vp8uUfb1lvEJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Flamingo: a visual language model for few-shot learning,"JB Alayrac, J Donahue, P Luc… ",2022,proceedings,4004,https://proceedings.neurips.cc/paper_files/paper/2022/hash/960a172bc7fbf0177ccccbb411a7d800-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:IHcwq2NRRyAJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Synthetic prompting: Generating chain-of-thought demonstrations for large language models,"Z Shao, Y Gong, Y Shen, M Huang… ",2023,proceedings,99,https://proceedings.mlr.press/v202/shao23a.html,"https://scholar.google.com/scholar?q=related:5qDTQhRPUhIJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Probing the decision boundaries of in-context learning in large language models,"S Zhao, T Nguyen, A Grover ",2024,proceedings,4,https://proceedings.neurips.cc/paper_files/paper/2024/hash/eb5dd4476448c44e55a759a985b3bbec-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:rSegYBv2emMJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
"Can large language models analyze graphs like professionals? a benchmark, datasets and models","X Li, W Chen, Q Chu, H Li, Z Sun, R Li… ",2024,proceedings,5,https://proceedings.neurips.cc/paper_files/paper/2024/hash/ff417c3993894694e88ffc4d3f53d28b-Abstract-Datasets_and_Benchmarks_Track.html,"https://scholar.google.com/scholar?q=related:NAt9yv4jaNsJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Evaluating open-domain question answering in the era of large language models,"E Kamalloo, N Dziri, CLA Clarke, D Rafiei ",2023,arxiv,187,https://arxiv.org/abs/2305.06984,"https://scholar.google.com/scholar?q=related:4W_cUF7q7XIJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
SocraticLM: Exploring socratic personalized teaching with large language models,"J Liu, Z Huang, T Xiao, J Sha, J Wu… ",2024,proceedings,6,https://proceedings.neurips.cc/paper_files/paper/2024/hash/9bae399d1f34b8650351c1bd3692aeae-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:ZwNGO5uGSk0J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Adaptive Layer Sparsity for Large Language Models via Activation Correlation Assessment,"W Li, L Li, M Lee, S Sun ",2024,proceedings,7,https://proceedings.neurips.cc/paper_files/paper/2024/hash/c573258c38d0a3919d8c1364053c45df-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:5829nIsScdQJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Codamosa: Escaping coverage plateaus in test generation with pre-trained large language models,"C Lemieux, JP Inala, SK Lahiri… ",2023,ieeexplore,255,https://ieeexplore.ieee.org/abstract/document/10172800/,"https://scholar.google.com/scholar?q=related:ArGkQQsNoKAJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Cogagent: A visual language model for gui agents,"W Hong, W Wang, Q Lv, J Xu, W Yu… ",2024,openaccess,283,http://openaccess.thecvf.com/content/CVPR2024/html/Hong_CogAgent_A_Visual_Language_Model_for_GUI_Agents_CVPR_2024_paper.html,"https://scholar.google.com/scholar?q=related:654jHPqzdBAJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Causal reasoning and large language models: Opening a new frontier for causality,"E Kiciman, R Ness, A Sharma, C Tan ",2023,openreview,268,https://openreview.net/forum?id=mqoxLkX210,"https://scholar.google.com/scholar?q=related:iklQ77VFszEJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Report on the 1st workshop on large language model for evaluation in information retrieval (llm4eval 2024) at sigir 2024,"HA Rahmani, C Siro, M Aliannejadi, N Craswell… ",2025,dl,7,https://dl.acm.org/doi/abs/10.1145/3722449.3722461,"https://scholar.google.com/scholar?q=related:wWDU1hZNPiYJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Unleashing the emergent cognitive synergy in large language models: A task-solving agent through multi-persona self-collaboration,"Z Wang, S Mao, W Wu, T Ge, F Wei, H Ji ",2023,arxiv,211,https://arxiv.org/abs/2307.05300,"https://scholar.google.com/scholar?q=related:aALyZ8Fg3-EJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Llm4dsr: Leveraing large language model for denoising sequential recommendation,"B Wang, F Liu, C Zhang, J Chen, Y Wu, S Zhou… ",2024,arxiv,5,https://arxiv.org/abs/2408.08208,"https://scholar.google.com/scholar?q=related:lffkFq4FtZUJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Chattracker: Enhancing visual tracking performance via chatting with multimodal large language model,"Y Sun, F Yu, S Chen, Y Zhang… ",2024,proceedings,4,https://proceedings.neurips.cc/paper_files/paper/2024/hash/458567910b6d21f438f22aa20c036723-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:K4P2cYDCuRcJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Tinyllama: An open-source small language model,"P Zhang, G Zeng, T Wang, W Lu ",2024,arxiv,331,https://arxiv.org/abs/2401.02385,"https://scholar.google.com/scholar?q=related:3KlrhWft-BoJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Parameter-efficient fine-tuning of large-scale pre-trained language models,"N Ding, Y Qin, G Yang, F Wei, Z Yang, Y Su… ",2023,nature,734,https://www.nature.com/articles/s42256-023-00626-4,"https://scholar.google.com/scholar?q=related:5rP8p71brJ8J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Safe LoRA: The silver lining of reducing safety risks when finetuning large language models,"CY Hsu, YL Tsai, CH Lin, PY Chen… ",2024,proceedings,27,https://proceedings.neurips.cc/paper_files/paper/2024/hash/77baa7c2a3a675823e89131698fd6e19-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:4hDV6EdqIU8J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Selfcheckgpt: Zero-resource black-box hallucination detection for generative large language models,"P Manakul, A Liusie, MJF Gales ",2023,arxiv,648,https://arxiv.org/abs/2303.08896,"https://scholar.google.com/scholar?q=related:EnEio23Tbr4J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
A survey on large language models with multilingualism: Recent advances and new frontiers,"K Huang, F Mo, X Zhang, H Li, Y Li, Y Zhang… ",2024,arxiv,18,https://arxiv.org/abs/2405.10936,"https://scholar.google.com/scholar?q=related:rRqKfof2KnQJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Llm-planner: Few-shot grounded planning for embodied agents with large language models,"CH Song, J Wu, C Washington… ",2023,openaccess,526,http://openaccess.thecvf.com/content/ICCV2023/html/Song_LLM-Planner_Few-Shot_Grounded_Planning_for_Embodied_Agents_with_Large_Language_ICCV_2023_paper.html,"https://scholar.google.com/scholar?q=related:EWY7jBrYzSgJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Deep bayesian active learning for preference modeling in large language models,"L Carvalho Melo, P Tigas, A Abate… ",2024,proceedings,4,https://proceedings.neurips.cc/paper_files/paper/2024/hash/d5e256c988bdee59a0f4d7a9bc1dd6d9-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:geF7YjO2UaAJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Llm-blender: Ensembling large language models with pairwise ranking and generative fusion,"D Jiang, X Ren, BY Lin ",2023,arxiv,283,https://arxiv.org/abs/2306.02561,"https://scholar.google.com/scholar?q=related:2iFIYXNGHy0J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Art: Automatic multi-step reasoning and tool-use for large language models,"B Paranjape, S Lundberg, S Singh, H Hajishirzi… ",2023,arxiv,204,https://arxiv.org/abs/2303.09014,"https://scholar.google.com/scholar?q=related:y8lBf07swQMJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
How does ChatGPT perform on the medical licensing exams? The implications of large language models for medical education and knowledge assessment,"A Gilson, C Safranek, T Huang, V Socrates, L Chi… ",2022,medrxiv,235,https://www.medrxiv.org/content/10.1101/2022.12.23.22283901.abstract,"https://scholar.google.com/scholar?q=related:JHQ1aoqrrEsJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Supporting qualitative analysis with large language models: Combining codebook with GPT-3 for deductive coding,"Z Xiao, X Yuan, QV Liao, R Abdelghani… ",2023,dl,180,https://dl.acm.org/doi/abs/10.1145/3581754.3584136,"https://scholar.google.com/scholar?q=related:ah5lelBwf2YJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Baichuan 2: Open large-scale language models,"A Yang, B Xiao, B Wang, B Zhang, C Bian… ",2023,arxiv,520,https://arxiv.org/abs/2309.10305,"https://scholar.google.com/scholar?q=related:3bBstyHJ8JkJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Aligning large language models with representation editing: A control perspective,"L Kong, H Wang, W Mu, Y Du… ",2024,proceedings,4,https://proceedings.neurips.cc/paper_files/paper/2024/hash/41bba7b0f5c81e789a20bb16a370aeeb-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:kDV87on0fvkJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Uncovering safety risks of large language models through concept activation vector,"Z Xu, R Huang, C Chen… ",2024,proceedings,6,https://proceedings.neurips.cc/paper_files/paper/2024/hash/d3a230d716e65afab578a8eb31a8d25f-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:p9B2DkgiVtQJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Constat: Performance-based contamination detection in large language models,"J Dekoninck, M Müller… ",2024,proceedings,5,https://proceedings.neurips.cc/paper_files/paper/2024/hash/a7f89793b9e6f8c6568dbbb6ff727b9b-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:7iWq3-myQtgJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Construction and Application of Materials Knowledge Graph in Multidisciplinary Materials Science via Large Language Model,"Y Ye, J Ren, S Wang, Y Wan, I Razzak… ",2024,proceedings,4,https://proceedings.neurips.cc/paper_files/paper/2024/hash/680da2fd0331deecc2e5b7cf0e55e832-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:dhAmjgioL9sJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Gpt-re: In-context learning for relation extraction using large language models,"Z Wan, F Cheng, Z Mao, Q Liu, H Song, J Li… ",2023,arxiv,179,https://arxiv.org/abs/2305.02105,"https://scholar.google.com/scholar?q=related:oT_WDkPEVrkJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
"Large language models and cognitive science: A comprehensive review of similarities, differences, and challenges","Q Niu, J Liu, Z Bi, P Feng, B Peng, K Chen, M Li… ",2024,arxiv,9,https://arxiv.org/abs/2409.02387,"https://scholar.google.com/scholar?q=related:sJvBv2zoCy4J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Large language models for scientific discovery in molecular property prediction,"Y Zheng, HY Koh, J Ju, ATN Nguyen, LT May… ",2025,nature,2,https://www.nature.com/articles/s42256-025-00994-z,"https://scholar.google.com/scholar?q=related:GbgvYHj59q8J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Enhancing multimodal large language models with vision detection models: An empirical study,"Q Jiao, D Chen, Y Huang, Y Li, Y Shen ",2024,ui,19,https://ui.adsabs.harvard.edu/abs/2024arXiv240117981J/abstract,"https://scholar.google.com/scholar?q=related:VApN1mBGK8sJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Detecting language model attacks with perplexity,"G Alon, M Kamfonas ",2023,arxiv,175,https://arxiv.org/abs/2308.14132,"https://scholar.google.com/scholar?q=related:Qox0Q9Ef1RwJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Huref: Human-readable fingerprint for large language models,"B Zeng, L Wang, Y Hu, Y Xu, C Zhou… ",2024,proceedings,12,https://proceedings.neurips.cc/paper_files/paper/2024/hash/e46fc33e80e9fa2febcdb058fba4beca-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:5TI-f29O-EoJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
On the effectiveness of large language models in domain-specific code generation,"X Gu, M Chen, Y Lin, Y Hu, H Zhang, C Wan… ",2025,dl,19,https://dl.acm.org/doi/abs/10.1145/3697012,"https://scholar.google.com/scholar?q=related:6YyIy16ytq8J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Visual Anchors Are Strong Information Aggregators For Multimodal Large Language Model,"H Liu, Q You, X Han, Y Liu, H Huang… ",2024,proceedings,3,https://proceedings.neurips.cc/paper_files/paper/2024/hash/1f84412e84da6440ca355d87184cb1b3-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:IUeIlBDOERYJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Federatedscope-llm: A comprehensive package for fine-tuning large language models in federated learning,"W Kuang, B Qian, Z Li, D Chen, D Gao, X Pan… ",2024,dl,110,https://dl.acm.org/doi/abs/10.1145/3637528.3671573,"https://scholar.google.com/scholar?q=related:LXIfMz8sR6AJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Discovering sparsity allocation for layer-wise pruning of large language models,"L Li, P Dong, Z Tang, X Liu, Q Wang… ",2024,proceedings,7,https://proceedings.neurips.cc/paper_files/paper/2024/hash/ff997469ac66cf893c4183efeb22212a-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:HOPt5NnUJDEJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Ii-bench: An image implication understanding benchmark for multimodal large language models,"Z Liu, F Fang, X Feng, X Du, C Zhang… ",2024,proceedings,4,https://proceedings.neurips.cc/paper_files/paper/2024/hash/52764eb83bf0a0bd32766ce5c01612e5-Abstract-Datasets_and_Benchmarks_Track.html,"https://scholar.google.com/scholar?q=related:AUsOVaLHW1cJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Linguistic collapse: Neural collapse in (large) language models,"R Wu, V Papyan ",2024,proceedings,8,https://proceedings.neurips.cc/paper_files/paper/2024/hash/f88cc8930b47a45ec4733123bf3039b9-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:NkoALKPn5XIJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Video-chatgpt: Towards detailed video understanding via large vision and language models,"M Maaz, H Rasheed, S Khan, FS Khan ",2023,arxiv,645,https://arxiv.org/abs/2306.05424,"https://scholar.google.com/scholar?q=related:MDqh1Li7HL4J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
The debate over understanding in AI's large language models,"M Mitchell, DC Krakauer ",2023,pnas,300,https://www.pnas.org/doi/abs/10.1073/pnas.2215907120,"https://scholar.google.com/scholar?q=related:UIKhqkbvwHIJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Sglang: Efficient execution of structured language model programs,"L Zheng, L Yin, Z Xie, CL Sun… ",2024,proceedings,46,https://proceedings.neurips.cc/paper_files/paper/2024/hash/724be4472168f31ba1c9ac630f15dec8-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:qu9IFjyAEHYJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
"Using deepspeed and megatron to train megatron-turing nlg 530b, a large-scale generative language model","S Smith, M Patwary, B Norick, P LeGresley… ",2022,arxiv,663,https://arxiv.org/abs/2201.11990,"https://scholar.google.com/scholar?q=related:1NPQLNesJx4J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Necessary and sufficient watermark for large language models,"Y Takezawa, R Sato, H Bao, K Niwa… ",2023,arxiv,15,https://arxiv.org/abs/2310.00833,"https://scholar.google.com/scholar?q=related:tmtROjuCIVoJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Beyond the imitation game: Quantifying and extrapolating the capabilities of language models,"A Srivastava, A Rastogi, A Rao, AAM Shoeb… ",2022,arxiv,1403,https://arxiv.org/abs/2206.04615,"https://scholar.google.com/scholar?q=related:mjatFWLvYiwJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
A general language model for information retrieval,"F Song, WB Croft ",1999,dl,932,https://dl.acm.org/doi/abs/10.1145/319950.320022,"https://scholar.google.com/scholar?q=related:OK9YA62jpz0J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
TOPA: Extending Large Language Models for Video Understanding via Text-Only Pre-Alignment,"W Li, H Fan, Y Wong… ",2024,proceedings,3,https://proceedings.neurips.cc/paper_files/paper/2024/hash/0ae94013da7cd459402fd77874e09ee3-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:t6vavVHKxbYJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
What's in a name? Auditing large language models for race and gender bias,"A Salinas, A Haim, J Nyarko ",2024,arxiv,30,https://arxiv.org/abs/2402.14875,"https://scholar.google.com/scholar?q=related:se4q3eX_noYJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Large language models-guided dynamic adaptation for temporal knowledge graph reasoning,"J Wang, S Kai, L Luo, W Wei, Y Hu… ",2024,proceedings,11,https://proceedings.neurips.cc/paper_files/paper/2024/hash/0fd17409385ab9304e5019c6a6eb327a-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:WS5YoLyrszcJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
SciDaSynth: Interactive Structured Knowledge Extraction and Synthesis from Scientific Literature with Large Language Model,"X Wang, SL Huey, R Sheng, S Mehta… ",2024,arxiv,6,https://arxiv.org/abs/2404.13765,"https://scholar.google.com/scholar?q=related:_72JwAOTjgEJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
From text to multimodality: Exploring the evolution and impact of large language models in medical practice,"Q Niu, K Chen, M Li, P Feng, Z Bi, LKQ Yan… ",2024,arxiv,8,https://arxiv.org/abs/2410.01812,"https://scholar.google.com/scholar?q=related:JUPgts4qqU4J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
How can we know what language models know?,"Z Jiang, FF Xu, J Araki, G Neubig ",2020,direct,1500,https://direct.mit.edu/tacl/article-abstract/doi/10.1162/tacl_a_00324/96460,"https://scholar.google.com/scholar?q=related:CzPTZh6qtD4J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Llm-rec: Personalized recommendation via prompting large language models,"H Lyu, S Jiang, H Zeng, Y Xia, Q Wang… ",2023,arxiv,113,https://arxiv.org/abs/2307.15780,"https://scholar.google.com/scholar?q=related:iy3RIdgGdjwJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Enterprise supply chain risk management and decision support driven by large language models,"Z Xu, L Guo, S Zhou, R Song… ",2024,academianexusjournal,39,http://academianexusjournal.com/index.php/anj/article/view/10,"https://scholar.google.com/scholar?q=related:zbNB6DmHUQQJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
IRSTLM: an open source toolkit for handling large scale language models.,"M Federico, N Bertoldi, M Cettolo ",2008,isca-archive,434,https://www.isca-archive.org/interspeech_2008/federico08_interspeech.pdf,"https://scholar.google.com/scholar?q=related:rdnBa0SB6DAJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
"Grips: Gradient-free, edit-based instruction search for prompting large language models","A Prasad, P Hase, X Zhou, M Bansal ",2022,arxiv,177,https://arxiv.org/abs/2203.07281,"https://scholar.google.com/scholar?q=related:ZQPwapp-fLsJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Fedllm-bench: Realistic benchmarks for federated learning of large language models,"R Ye, R Ge, X Zhu, J Chai, D Yaxin… ",2024,proceedings,11,https://proceedings.neurips.cc/paper_files/paper/2024/hash/c8cdab0e890c59255c27977072fdb0f0-Abstract-Datasets_and_Benchmarks_Track.html,"https://scholar.google.com/scholar?q=related:de4i7uLFdNMJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Code as policies: Language model programs for embodied control,"J Liang, W Huang, F Xia, P Xu… ",2023,ieeexplore,902,https://ieeexplore.ieee.org/abstract/document/10160591/,"https://scholar.google.com/scholar?q=related:dynPH6GOXbQJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Leveraging large language models for data analysis automation,"JA Jansen, A Manukyan, N Al Khoury, A Akalin ",2025,journals,9,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0317084,"https://scholar.google.com/scholar?q=related:yX5300PYkJsJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Gpt-neox-20b: An open-source autoregressive language model,"S Black, S Biderman, E Hallahan, Q Anthony… ",2022,arxiv,857,https://arxiv.org/abs/2204.06745,"https://scholar.google.com/scholar?q=related:X_REFV7minYJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Citekit: A modular toolkit for large language model citation generation,"J Shen, T Zhou, Y Chen, K Liu ",2024,arxiv,4,https://arxiv.org/abs/2408.04662,"https://scholar.google.com/scholar?q=related:MxxNI7Qhh3IJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Context-aware testing: A new paradigm for model testing with large language models,"P Rauba, N Seedat, M Ruiz Luyten… ",2024,proceedings,3,https://proceedings.neurips.cc/paper_files/paper/2024/hash/cc4d9cfc45325e460b455a820d5f212c-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:uquZ84PJZhAJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Learn to be efficient: Build structured sparsity in large language models,"H Zheng, X Bai, X Liu, ZM Mao… ",2024,proceedings,13,https://proceedings.neurips.cc/paper_files/paper/2024/hash/b8f10193cab43d45df9bb810637333fd-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:cAzNEiXxwM0J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Exploring capabilities of large language models such as ChatGPT in radiation oncology,"F Dennstädt, J Hastings, PM Putora… ",2024,advancesradonc,20,https://www.advancesradonc.org/article/S2452-1094(23)00228-2/fulltext,"https://scholar.google.com/scholar?q=related:N32mnM-Hkw0J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
The programmer's assistant: Conversational interaction with a large language model for software development,"SI Ross, F Martinez, S Houde, M Muller… ",2023,dl,290,https://dl.acm.org/doi/abs/10.1145/3581641.3584037,"https://scholar.google.com/scholar?q=related:CHk60qmPCpYJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Extracting financial data from unstructured sources: Leveraging large language models.,"H Li, H Gao, C Wu… ",2025,publications,22,https://publications.aaahq.org/jis/article-pdf/39/1/135/116659/i0888-7985-39-1-135.pdf,"https://scholar.google.com/scholar?q=related:7bqa3uZWziIJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Language models as knowledge bases?,"F Petroni, T Rocktäschel, P Lewis, A Bakhtin… ",2019,arxiv,3025,https://arxiv.org/abs/1909.01066,"https://scholar.google.com/scholar?q=related:85-htD1lxhQJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Bloom: A 176b-parameter open-access multilingual language model,"T Le Scao, A Fan, C Akiki, E Pavlick, S Ilić, D Hesslow… ",2023,inria,1797,https://inria.hal.science/hal-03850124/,"https://scholar.google.com/scholar?q=related:8sS90hWCo7wJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Flame: Factuality-aware alignment for large language models,"SC Lin, L Gao, B Oguz, W Xiong… ",2024,proceedings,22,https://proceedings.neurips.cc/paper_files/paper/2024/hash/d16152d53088ad779ffa634e7bf66166-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:-0sAy2VEW80J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Pediatricsgpt: Large language models as chinese medical assistants for pediatric applications,"D Yang, J Wei, D Xiao, S Wang, T Wu… ",2024,proceedings,6,https://proceedings.neurips.cc/paper_files/paper/2024/hash/fa5b423e24b442180bcd4e13ae75a27f-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:2a14YkNnwy8J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Large language models play starcraft ii: Benchmarks and a chain of summarization approach,"W Ma, Q Mi, Y Zeng, X Yan, R Lin… ",2024,proceedings,48,https://proceedings.neurips.cc/paper_files/paper/2024/hash/f0ebc318e2df08360b2df559e81602e5-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:E8uQ5pEvoaUJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Strategies for training large scale neural network language models,"T Mikolov, A Deoras, D Povey, L Burget… ",2011,ieeexplore,751,https://ieeexplore.ieee.org/abstract/document/6163930/,"https://scholar.google.com/scholar?q=related:f1nB9wN5CGIJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Pal: Program-aided language models,"L Gao, A Madaan, S Zhou, U Alon… ",2023,proceedings,789,https://proceedings.mlr.press/v202/gao23f,"https://scholar.google.com/scholar?q=related:avvXu5r38UgJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Privacy auditing of large language models,"A Panda, X Tang, M Nasr, CA Choquette",2025,arxiv,4,https://arxiv.org/abs/2503.06808,"https://scholar.google.com/scholar?q=related:T7nUoel8-8IJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Img-diff: Contrastive data synthesis for multimodal large language models,"Q Jiao, D Chen, Y Huang, B Ding, Y Li… ",2024,arxiv,10,https://arxiv.org/abs/2408.04594,"https://scholar.google.com/scholar?q=related:oqKcD_HvKPIJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Teaching small language models to reason,"LC Magister, J Mallinson, J Adamek, E Malmi… ",2022,arxiv,247,https://arxiv.org/abs/2212.08410,"https://scholar.google.com/scholar?q=related:1Zj_lk3kD-QJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
LACIE: Listener-Aware Finetuning for Calibration in Large Language Models,E Stengel,2024,proceedings,1,https://proceedings.neurips.cc/paper_files/paper/2024/hash/4b8eaf3bcdc105423a972ed90eb07217-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:odZzjr-mQpsJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
