Title,Authors,Year,Publisher,Citations,Link
 Heart disease prediction: A machine learning approach with higher accuracy,"NH Likhon, F Bhuyian, S Bhuiyan, MA Fahim… ",2024, researchgate,2,https://www.researchgate.net/profile/Rayhanul-Sony/publication/379477296_Heart_Disease_Prediction_A_Machine_Learning_Approach_with_Higher_Accuracy/links/660b0843390c214cfd2f68fc/Heart-Disease-Prediction-A-Machine-Learning-Approach-with-Higher-Accuracy.pdf
Machine learning for heart disease prediction: Recent trends and major challenges,"A Dubey, N Baishwar, H Varshney ",2023, pubs,2,https://pubs.aip.org/aip/acp/article-abstract/2782/1/020139/2896685
A Hybrid CNN-Transformer Model for Heart Disease Prediction Using Life History Data,"R Hao, Y Xiang, J Du, Q He, J Hu, T Xu ",2025, arxiv,6,https://arxiv.org/abs/2503.02124
Heart Disease Prediction Based On Machine Learning,"SR Poluri, VKR Tiyyagura, KS Sri ",2023, ieeexplore,2,https://ieeexplore.ieee.org/abstract/document/10170410/
A stable AI-based binary and multiple class heart disease prediction model for IoMT,"X Yuan, J Chen, K Zhang, Y Wu… ",2021, ieeexplore,95,https://ieeexplore.ieee.org/abstract/document/9517094/
Performance analysis of supervised classification models on heart disease prediction,"EA Ogundepo, WB Yahya ",2023, Springer,30,https://link.springer.com/article/10.1007/s11334-022-00524-9
Machine Learning Based Classification Algorithms Performance Analysis for Heart Disease Prediction,"N Darapaneni, SR Rao, DR Sagare… ",2022, ieeexplore,4,https://ieeexplore.ieee.org/abstract/document/9986435/
 Cardiovascular disease prediction using classification algorithms of machine learning,YJ Chauhan ,2020, academia,41,https://www.academia.edu/download/81559038/SR20501193934.pdf
A predictive analysis for heart disease using machine learning,"V Rajalakshmi, D Sasikala, A Kala ",2021, Springer,11,https://link.springer.com/chapter/10.1007/978-981-15-5566-4_42
ML based interactive disease prediction model,"D Sharathchandra, MR Ram ",2022, ieeexplore,18,https://ieeexplore.ieee.org/abstract/document/9752947/
IDMS: an integrated decision making system for heart disease prediction,"A Pati, M Parhi, BK Pattanayak ",2021, ieeexplore,31,https://ieeexplore.ieee.org/abstract/document/9428958/
Coronary heart disease prediction based on hybrid deep learning,"F Li, Y Chen, H Xu ",2024, pubs,6,https://pubs.aip.org/aip/rsi/article/95/1/015115/3147153
Comparative Study on Heart Disease Prediction Using Machine Learning,"S Kumara, K Kumar ",2023, ieeexplore,2,https://ieeexplore.ieee.org/abstract/document/10150734/
Cardiac disease prediction using AI algorithms with SelectKBest,"MH Saeed, JI Hama ",2023, Springer,18,https://link.springer.com/article/10.1007/s11517-023-02918-8
Human heart disease prediction using data mining techniques,"I Mirza, A Mahapatra, D Rego… ",2019, ieeexplore,15,https://ieeexplore.ieee.org/abstract/document/9036836/
Heart disease prediction using hybrid ml algorithms,"S Katari, T Likith, MPS Sree… ",2023, ieeexplore,4,https://ieeexplore.ieee.org/abstract/document/10104609/
Artificial intelligence driven intelligent computational model for heart disease prediction: Leveraging feature selection,"P Pal, V Grover, M Nandal, S Gochhait… ",2024, ieeexplore,11,https://ieeexplore.ieee.org/abstract/document/10459563/
Archimedes optimization algorithm: Heart disease prediction: archimedes optimization algorithm: heart disease prediction,S Anand ,2021, publisher,16,https://publisher.resbee.org/admin/index.php/mr/article/view/45
Heart Disease prediction using MLP and LSTM models,"M Djerioui, Y Brik, M Ladjal… ",2020, ieeexplore,29,https://ieeexplore.ieee.org/abstract/document/9249935/
Advancing Heart Disease Prediction through Synergistic Integration of Machine Learning and Deep Learning Techniques,"C Mansoor, SK Chettri, H Naleer ",2024, ieeexplore,2,https://ieeexplore.ieee.org/abstract/document/10602447/
Heart disease prediction using hybrid optimization enabled deep learning network with spark architecture,"P Kanchanamala, AS Alphonse, PVB Reddy ",2023, Elsevier,18,https://www.sciencedirect.com/science/article/pii/S1746809423001404
An integrated two-layered voting (TLV) framework for coronary artery disease prediction using machine learning classifiers,"DY Omkari, K Shaik ",2024, ieeexplore,6,https://ieeexplore.ieee.org/abstract/document/10500702/
Heart Disease Prediction with Machine Learning-Based Approaches,"A Küçükmanisa, ZH Kilimci ",2024, dergipark,2,https://dergipark.org.tr/en/pub/saufenbilder/issue/83309/1312109
Heart disease prediction using clustered particle swarm optimization techniques,"J Vijaya, M Rao ",2022, ieeexplore,7,https://ieeexplore.ieee.org/abstract/document/9997925/
Heart Disease Prediction and Classification Using Machine Learning Algorithms,"KA Barry, Y Manzali, O Labaybi… ",2023, ieeexplore,1,https://ieeexplore.ieee.org/abstract/document/10410012/
 Heart disease prediction using concatenated hybrid ensemble classifiers,"AB Majumder, S Gupta, D Singh, B Acharya… ",2023, mdpi,10,https://www.mdpi.com/1999-4893/16/12/538
Edge-based heart disease prediction device using internet of things,"A Jenifer, G Jeba, L Paulraj, N Kumar… ",2022, ieeexplore,16,https://ieeexplore.ieee.org/abstract/document/9793104/
A hybrid machine learning algorithm for heart and liver disease prediction using modified particle swarm optimization with support vector machine,"MP Behera, A Sarangi, D Mishra, SK Sarangi ",2023, Elsevier,75,https://www.sciencedirect.com/science/article/pii/S1877050923000625
An Intelligent Heart Disease Prediction by Machine Learning Using Optimization Algorithm,"J Immanuel D, SA Leo E ",2024, jitm,5,https://jitm.ut.ac.ir/article_96381.html
 Enhancing heart disease prediction using a self-attention-based transformer model,"AU Rahman, Y Alsenani, A Zafar, K Ullah, K Rabie… ",2024, nature,43,https://www.nature.com/articles/s41598-024-51184-7
 A heart disease prediction model based on feature optimization and smote-Xgboost algorithm,"J Yang, J Guan ",2022, mdpi,55,https://www.mdpi.com/2078-2489/13/10/475
An IoT framework for heart disease prediction based on MDCNN classifier,MA Khan ,2020, ieeexplore,376,https://ieeexplore.ieee.org/abstract/document/9000918/
Ischemic Heart Disease Prediction Using Machine Learning and Deep Learning Techniques,"KL Chowdary, B Akhil, TS Lasya… ",2023, ieeexplore,3,https://ieeexplore.ieee.org/abstract/document/10117737/
The role of exploratory data analysis and pre-processing in the machine learning predictive model for heart disease,"K Mahalakshmi, P Sujatha ",2023, ieeexplore,7,https://ieeexplore.ieee.org/abstract/document/10199714/
 Exploration of Neighbor Kernels and Feature Estimators for Heart Disease Prediction using Machine Learning,"RM Mathew, MS Devi, S Basheer ",2019, academia,8,https://www.academia.edu/download/113297053/L34721081219.pdf
Heart Disease Prediction Using Logistic Regression,"NF Zulkiflee, MS Rusiman ",2021, penerbit,13,https://penerbit.uthm.edu.my/periodicals/index.php/ekst/article/view/2163
 Heart Disease Prediction Using Effective Machine Learning Techniques,"BR Bharani, S Manjunatha… ",2024, pdfs,1,https://pdfs.semanticscholar.org/afc7/0de2538fe5ccf81d0c3d3b79bb763068d94b.pdf
A novel approach for heart disease prediction using hybridized AITH2O algorithm and SANFIS classifier,"J Sekar, P Aruchamy ",2025, Taylor & Francis,11,https://www.tandfonline.com/doi/abs/10.1080/0954898X.2024.2404915
Heart Disease Prediction Using GridSearchCV and Random Forest.,"S Rasheed, GK Kumar, DM Rani… ",2024, search,5,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=24117145&AN=183593641&h=9NHoTKOnpSFzVe0ymqOQnCf24t%2FFO2XpdvXtznWsXS5voiasHBt5OAsu%2BS8B577nTvO86eGKvVWKWHIfS21Emg%3D%3D&crl=c
 Early prediction of coronary heart disease from cleveland dataset using machine learning techniques,"R Perumal, AC Kaladevi ",2020, researchgate,35,https://www.researchgate.net/profile/Ramya-Perumal/publication/341814860_Early_prediction_of_coronary_heart_disease_from_cleveland_dataset_using_machine_learning_techniques/links/661935db43f8df018dfd3b78/Early-prediction-of-coronary-heart-disease-from-cleveland-dataset-using-machine-learning-techniques.pdf
 Heart disease prediction using distinct artificial intelligence techniques: performance analysis and comparison,"MI Hossain, MH Maruf, MAR Khan, FS Prity… ",2023, Springer,58,https://link.springer.com/article/10.1007/s42044-023-00148-7
Using machine learning for early prediction of heart disease,"L Aversano, ML Bernardi, M Cimitile… ",2022, ieeexplore,21,https://ieeexplore.ieee.org/abstract/document/9787720/
A contemporary review of machine learning-based heart disease prediction,"S Gupta, A Tripathi, C Srivastava ",2024, ieeexplore,0,https://ieeexplore.ieee.org/abstract/document/10923481/
 Diabetes disease prediction using machine learning,"S Preetha, N Chandan, NK Darshan… ",2020, scholar,18,https://scholar.archive.org/work/uomnpolmijckjkmzswyw6cqbvi/access/wayback/https://www.ijrter.com/papers/volume-6/issue-5/diabetes-disease-prediction-using-machine-learning.pdf
Real-time machine learning for early detection of heart disease using big data approach,A Ed,2019, ieeexplore,94,https://ieeexplore.ieee.org/abstract/document/8723839/
 Heart disease prediction using data mining techniques,"P Shetgaonkar, S Aswale ",2021, academia,17,https://www.academia.edu/download/66162861/heart_disease_prediction_using_data_mining_IJERTV10IS020083.pdf
Advanced Machine Learning Techniques for Predicting Heart Disease: A Comparative Analysis Using the Cleveland Heart Disease Dataset,D Shrestha ,2024, ami,12,https://ami.info.umfcluj.ro/index.php/AMI/article/view/1060
Developing and evaluating data-driven heart disease prediction models by ensemble methods on different data mining tools,"S Jamal, WA Elenin, L Chen ",2023, ieeexplore,7,https://ieeexplore.ieee.org/abstract/document/10315997/
Cardiovascular Health Prognosis: Machine Learning Approaches for Precise Heart Disease Prediction,"D Alamuri, BS Kirar, DK Agrawal ",2024, ieeexplore,2,https://ieeexplore.ieee.org/abstract/document/10482323/
Computational approach for heart disease prediction using machine learning,"A Jayakrishnan, R Visakh… ",2021, ieeexplore,4,https://ieeexplore.ieee.org/abstract/document/9485014/
Analysis of heart disease using parallel and sequential ensemble methods with feature selection techniques: heart disease prediction,"DC Yadav, S Pal ",2021,global,22,https://www.igi-global.com/article/analysis-of-heart-disease-using-parallel-and-sequential-ensemble-methods-with-feature-selection-techniques/268417
 Heart disease prediction system using data mining techniques and intelligent fuzzy approach: a review,"V Krishnaiah, G Narsimha, NS Chandra ",2016, Citeseer,118,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=546aa1fb27c8428a87da3b54cd2d3e76a7b331f2
Heart Disease Prediction Analysis Using Hybrid Machine Learning Approach,"M Gagoriya, MK Khandelwal ",2023, ieeexplore,2,https://ieeexplore.ieee.org/abstract/document/10090896/
"Heart disease prediction with 100% accuracy, using machine learning: Performance improvement with features selection and sampling","F Sabah, Y Chen, Z Yang, A Raheem… ",2023, ieeexplore,2,https://ieeexplore.ieee.org/abstract/document/10390693/
Optimizing Machine Learning Classifiers for Enhanced Cardiovascular Disease Prediction,"SM Alanazi, GSM Khamis ",2024, etasr,9,https://etasr.com/index.php/ETASR/article/view/6684
 HEART DISEASE PREDICTION USING MACHINE LEARNING CLASSIFIERS WITH VARIOUS BALANCING TECHNIQUES,"U Sadar, P Agarwal, S Parveen, G Dhand… ",2024, pesjournal,0,https://pesjournal.net/journal/v6-n4/50.pdf
 Heart disease prediction using data mining techniques: A survey,"A Kaur, J Arora ",2018, academia,47,https://www.academia.edu/download/106367606/4785.pdf
An approach for heart disease prediction using machine learning,"S Mohapatra, J Dash, S Mohanty, A Hota ",2021, Springer,3,https://link.springer.com/chapter/10.1007/978-981-33-6081-5_1
Heart disease prediction using data mining,"R Fadnavis, K Dhore, D Gupta… ",2021, iopscience,19,https://iopscience.iop.org/article/10.1088/1742-6596/1913/1/012099/meta
 Heart disease detection by using machine learning algorithms and a real-time cardiovascular health monitoring system,"S Nashif, MR Raihan, MR Islam, MH Imam ",2018, scirp,261,https://www.scirp.org/journal/paperinformation?paperid=88650
Improving cardiovascular disease prediction through comparative analysis of machine learning models: a case study on myocardial infarction,"J Miah, DM Ca, MA Sayed, ER Lipu… ",2023, ieeexplore,27,https://ieeexplore.ieee.org/abstract/document/10366476/
Ensemble approach for developing a smart heart disease prediction system using classification algorithms,"M Jan, AA Awan, MS Khalid, S Nisar ",2018, Taylor & Francis,74,https://www.tandfonline.com/doi/abs/10.2147/RRCC.S172035
 Machine Learning models for heart disease prediction and dietary lifestyle change therapy recommendation: a systematic review,"FA Ekle, V Shidali, RE Ochogwu, IB Igoche ",2024, Springer,0,https://link.springer.com/article/10.1007/s44163-024-00181-w
Intelligent Heart Disease Prediction Using CatBoost Empowered with XAI,"F Ahmed, M Saleem, A Noor ",2023, ijcis,3,https://ijcis.com/index.php/IJCIS/article/view/99
Significance of Visible Non‐Invasive Risk Attributes for the Initial Prediction of Heart Disease Using Different Machine Learning Techniques,"SI Ansarullah, SM Saif, P Kumar… ",2022, Wiley Online Library,35,https://onlinelibrary.wiley.com/doi/abs/10.1155/2022/9580896
 Enhanced Heart Disease Prediction Using Machine Learning Techniques,"JS Mishra, NK Gupta, A Sharma ",2024, researchgate,0,https://www.researchgate.net/profile/Jata-Mishra/publication/382918883_Enhanced_Heart_Disease_Prediction_Using_Machine_Learning_Techniques/links/66db17c5bd20173667badfb3/Enhanced-Heart-Disease-Prediction-Using-Machine-Learning-Techniques.pdf
Heart disease prediction using data mining techniques,"A Rairikar, V Kulkarni, V Sabale, H Kale… ",2017, ieeexplore,91,https://ieeexplore.ieee.org/abstract/document/8321771/
 Hybrid deep learning model using recurrent neural network and gated recurrent unit for heart disease prediction.,"S Krishnan, P Magalingam, R Ibrahim ",2021, eprints,65,http://eprints.utm.my/95039/1/PritheegaMagalingam2021_HybridDeepLearningModelUsingRecurrent.pdf
 A machine learning approach: Using predictive analytics to identify and analyze high risks patients with heart disease,"F Khennou, C Fahim, H Chaoui… ",2019, academia,32,https://www.academia.edu/download/83313718/870-C229.pdf
Machine learning techniques for heart disease datasets: A survey,"Y Khan, U Qamar, N Yousaf, A Khan ",2019, dl,60,https://dl.acm.org/doi/abs/10.1145/3318299.3318343
 Improving the accuracy of prediction of heart disease risk based on ensemble classification techniques,"CBC Latha, SC Jeeva ",2019, Elsevier,616,https://www.sciencedirect.com/science/article/pii/S235291481830217X
Intelligent heart disease prediction on physical and mental parameters: a ML based IoT and big data application and analysis,"R Rastogi, DK Chaturvedi, S Satya, N Arora ",2020, Springer,18,https://link.springer.com/chapter/10.1007/978-3-030-40850-3_10
A research survey on state of the art heart disease prediction systems,"LP Koyi, T Borra, GLV Prasad ",2021, ieeexplore,14,https://ieeexplore.ieee.org/abstract/document/9395785/
An early detection of heart disease using machine learning (recurrent neural network): ML research on heart disease prediction,S Shuvo ,2023, scienceopen,4,https://www.scienceopen.com/hosted-document?doi=10.14293/S2199-1006.1.SOR-.PPGV4ID.v1
 Enhancing heart disease prediction with reinforcement learning and data augmentation,"R Gayathri, SKB Sangeetha, SK Mathivanan… ",2024, Elsevier,2,https://www.sciencedirect.com/science/article/pii/S2772941924000589
Heart Disease Prediction through Enhanced Machine Learning and Diverse Feature Selection Approaches,"M Arifuzzaman, MJU Chowdhury… ",2024, ieeexplore,3,https://ieeexplore.ieee.org/abstract/document/10675564/
"Heart Disease Prediction Using a Soft Voting Ensemble of Gradient Boosting Models, RandomForest, and Gaussian Naive Bayes","K Sen, B Verma ",2023, ieeexplore,12,https://ieeexplore.ieee.org/abstract/document/10170399/
 Heart Disease Prediction Model Using Naïve Bayes Algorithm and Machine Learning Techniques,"M Yousef, K Batiha ",2021, academia,6,https://www.academia.edu/download/75710961/16586.pdf
An intelligent framework for heart disease prediction deep learning-based ensemble Method,"V Venkatesh, P Rai, KA Reddy, S Praba… ",2022, ieeexplore,6,https://ieeexplore.ieee.org/abstract/document/10072285/
 Decision support in heart disease prediction system using naive bayes,"G Subbalakshmi, K Ramesh, MC Rao ",2011, Citeseer,188,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=11c56345e117759be82c28042ee32216c534cfe5
Heart disease prediction using adaptive infinite feature selection and deep neural networks,"S Modak, E Abdel",2022, ieeexplore,21,https://ieeexplore.ieee.org/abstract/document/9722652/
Comparative study of supervised machine learning methods for prediction of heart disease,"M Rana, MZU Rehman, S Jain ",2022, ieeexplore,7,https://ieeexplore.ieee.org/abstract/document/9811495/
Heart disease prediction using clustered genetic optimization algorithm,J Vijaya ,2023, ieeexplore,9,https://ieeexplore.ieee.org/abstract/document/10091050/
A Review of Machine Learning Algorithms for Predicting Heart Disease,"N Tyagi, P Jain ",2024, ieeexplore,1,https://ieeexplore.ieee.org/abstract/document/10488917/
Comparative study on heart disease prediction using feature selection techniques on classification algorithms,"K Dissanayake, MG Md Johar ",2021, Wiley Online Library,107,https://onlinelibrary.wiley.com/doi/abs/10.1155/2021/5581806
 Heart diseases prediction using deep learning neural network model,"S Sharma, M Parmar ",2020, researchgate,164,https://www.researchgate.net/profile/Mahesh-Parmar-3/publication/341831889_Heart_Diseases_Prediction_using_Deep_Learning_Neural_Network_Model/links/5ee9e57b458515814a6544ee/Heart-Diseases-Prediction-using-Deep-Learning-Neural-Network-Model.pdf
 Intelligent heart disease prediction system using probabilistic neural network,ISF Dessai ,2013, Citeseer,63,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=7653688c663c085833360b154466d1105a7b5f77
CDPS-IoT: cardiovascular disease prediction system based on IoT using machine learning,"J Ahamed, A Manan Koli, K Ahmad, M Alam Jamal… ",2022, reunir,36,https://reunir.unir.net/handle/123456789/13565
Deep Learning Based Healthcare Method for Effective Heart Disease Prediction,"L Kumar, C Anitha, VN Ghodke, N Nithya… ",2023, pure,11,https://pure.jgu.edu.in/id/eprint/6865/
Heart Disease Prediction Using Machine Learning,"A Omari, H AbuSharkh ",2024, Springer,0,https://link.springer.com/chapter/10.1007/978-3-031-82931-4_13
Heart disease prediction using artificial intelligence ensemble network,"S Nirmala, K Veena, B Indu ",2022, ieeexplore,6,https://ieeexplore.ieee.org/abstract/document/9972493/
 A novel approach for heart disease prediction using strength scores with significant predictors,"A Yazdani, KD Varathan, YK Chiam, AW Malik… ",2021, Springer,86,https://link.springer.com/article/10.1186/s12911-021-01527-5
 Heart disease prediction using machine learning algorithms,"M Ali, MD Khan, MA Imran, M Siddiki ",2019, BRAC University,4,/citations?user=g3WxmY0AAAAJ&hl=en&oe=ASCII&oi=sra
Experimental Analysis of Heart Disease Prediction Using Machine Learning with Emphasis on Hyper Parameter Tuning and Recursive Feature Elimination.,"SB Shinde, K Lahari, KC Garimella… ",2023, search,3,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=2185310X&AN=173261896&h=7Bkyc6TK2a4OqNxy%2BqE26ltAgw2Aae1NWKVNXJhgv9tFQGnSe6aJ%2F2VOfOW9QLlStkXv8eieVfU0ESdYzNZl5w%3D%3D&crl=c
"An Ensemble Heart Disease Prediction Model Bagged with Logistic Regression, Naïve Bayes and K Nearest Neighbour.","AB Majumder, S Gupta, D Singh ",2022, iopscience,10,https://iopscience.iop.org/article/10.1088/1742-6596/2286/1/012017/meta
A Comparative Study on Heart Disease Prediction Using Machine Learning,"DP Chowdhury, S Chakrabarty ",2024, ieeexplore,0,https://ieeexplore.ieee.org/abstract/document/10881085/
 An active learning machine technique based prediction of cardiovascular heart disease from UCI-repository database,"S Srinivasan, S Gunasekaran, SK Mathivanan… ",2023, nature,46,https://www.nature.com/articles/s41598-023-40717-1
A Fair Approach to Heart Disease Prediction: Leveraging Machine Learning Model,"R Karim, MI Asjad ",2024, sciencesforce,0,https://sciencesforce.com/index.php/saem/article/view/438
Optimization of Transformer heart disease prediction model based on particle swarm optimization algorithm,"J Yi, P Yu, T Huang, Z Xu ",2024, ieeexplore,6,https://ieeexplore.ieee.org/abstract/document/10913096/
An improved auto categorical PSO with ML for heart disease prediction,"AK Dubey, AK Sinhal, R Sharma ",2022, etasr,19,https://etasr.com/index.php/ETASR/article/view/4854
Heart disease detection using machine learning majority voting ensemble method,"R Atallah, A Al",2019, ieeexplore,230,https://ieeexplore.ieee.org/abstract/document/8923053/
Machine learning and deep learning models for early detection of heart disease,"G Singh, K Guleria, S Sharma ",2023, ieeexplore,12,https://ieeexplore.ieee.org/abstract/document/10425392/
Automated heart disease prediction using improved explainable learning-based technique,"PC Bizimana, Z Zhang, AH Hounye, M Asim… ",2024, Springer,10,https://link.springer.com/article/10.1007/s00521-024-09967-6
A smart approach to diagnose heart disease through machine learning and springleaf marketing response,"G Dangi, T Choudhury, P Kumar ",2016, ieeexplore,16,https://ieeexplore.ieee.org/abstract/document/7939547/
Heart disease prediction with feature selection based on metaheuristic optimization algorithms and electronic filter model,I Isik ,2024, Springer,5,https://link.springer.com/article/10.1007/s13369-023-08515-z
Prediction of heart diseases using random forest,"M Pal, S Parija ",2021, iopscience,134,https://iopscience.iop.org/article/10.1088/1742-6596/1817/1/012009/meta
Machine Learning-Based Comparative Study for Heart Disease Prediction,"M Güllü, MA Akcayol, N Barışçı ",2022, dergipark,2,https://dergipark.org.tr/en/pub/aair/issue/72581/1145616
Efficient machine learning model for cardiac disease prediction,"T Soni, M Uppal, D Gupta… ",2023, ieeexplore,12,https://ieeexplore.ieee.org/abstract/document/10157382/
Real-time heart disease prediction system using multilayer perceptron,"S Bhoyar, N Wagholikar, K Bakshi… ",2021, ieeexplore,24,https://ieeexplore.ieee.org/abstract/document/9456389/
Enhancing the performance of heart disease prediction models with ensemble learning,"A Kumar, P Joshi, R Singh, J Kumar, SR Swain… ",2023, Springer,5,https://link.springer.com/chapter/10.1007/978-981-99-7814-4_34
Heart Disease Prediction Using Machine Learning Algorithm,"S Sasipriya, KB Nimisha, R Anusha… ",2023, ieeexplore,1,https://ieeexplore.ieee.org/abstract/document/10220632/
 Performance evaluation of data mining classification techniques for heart disease prediction,"MF Rabbi, MP Uddin, MA Ali, MF Kibria… ",2018, researchgate,35,https://www.researchgate.net/profile/Masud-Ibn-Afjal/publication/324389812_Performance_Evaluation_of_Data_Mining_Classification_Techniques_for_Heart_Disease_Prediction/links/5acc7b7da6fdcc8bfc877dd1/Performance-Evaluation-of-Data-Mining-Classification-Techniques-for-Heart-Disease-Prediction.pdf
"Heart disease identification from patients' social posts, machine learning solution on Spark","H Ahmed, EMG Younis, A Hendawi, AA Ali ",2020, Elsevier,175,https://www.sciencedirect.com/science/article/pii/S0167739X19315523
Heart disease prediction using IoT based framework and improved deep learning approach: medical application,"G Rajkumar, TG Devi, A Srinivasan ",2023, Elsevier,35,https://www.sciencedirect.com/science/article/pii/S1350453322001850
Heart disease prediction using feature selection and machine learning techniques,"AG Pemmaraju, A Asish, S Das ",2022, ieeexplore,4,https://ieeexplore.ieee.org/abstract/document/10076767/
A Comprehensive Review of Heart Disease Prediction using Cloud-Driven Machine Learning,TRN Dayana ,2024, ieeexplore,2,https://ieeexplore.ieee.org/abstract/document/10533949/
Heart disease prediction using machine learning and neural networks,"V Mane, Y Tobre, S Bonde, A Patil… ",2023, Springer,2,https://link.springer.com/chapter/10.1007/978-981-19-7892-0_17
A comparison of neural networks and machine learning methods for prediction of heart disease,"OS Ghongade, SKS Reddy, S Tokala… ",2023, ieeexplore,11,https://ieeexplore.ieee.org/abstract/document/10076174/
Statistic Solution for Machine Learning to Analyze Heart Disease Data,"A Rasool, R Tao, K Kashif, W Khan… ",2020, dl,10,https://dl.acm.org/doi/abs/10.1145/3383972.3384061
Heart disease prediction using scaled conjugate gradient backpropagation of artificial neural network,"B Paul, B Karn ",2023, Springer,19,https://link.springer.com/article/10.1007/s00500-022-07649-w
Cardiovascular disease prediction: performance analysis and comparison of various supervised machine learning algorithms,"R Garg, PK Sarangi, AK Sahoo… ",2023, ieeexplore,4,https://ieeexplore.ieee.org/abstract/document/10263671/
 Heart Disease Prediction using Machine Learning,"SY Patil, V Dhumal, S Gavale, H Kulkarni… ",2022, academia,2,https://www.academia.edu/download/103679406/11203.pdf
An AI enabled framework with feature selection for efficient heart disease prediction,"K Narsimhulu, NS Ramchander… ",2022, ieeexplore,8,https://ieeexplore.ieee.org/abstract/document/10073155/
Heart disease prediction by using machine learning algorithms,"K Sharma, J Jain ",2023, taylorfrancis,2,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003430421-18/heart-disease-prediction-using-machine-learning-algorithms-khushi-sharma-juhi-jain-vishal
Comparative Analysis of different Heart Disease Prediction Models,"K Rethik, A Singh, D Singh… ",2023, ieeexplore,4,https://ieeexplore.ieee.org/abstract/document/10091028/
Heart disease prediction using stacking model with balancing techniques and dimensionality reduction,"A Noor, N Javaid, N Alrajeh, B Mansoor… ",2023, ieeexplore,21,https://ieeexplore.ieee.org/abstract/document/10287281/
Investigating The Role of Machine Learning For Heart Disease Prediction,"SP Rout, R Dey, A Jha, M Gupta… ",2024, ieeexplore,0,https://ieeexplore.ieee.org/abstract/document/10776847/
An efficient method for heart disease prediction using hybrid classifier model in machine learning,"G Karthikeyan, G Komarasamy… ",2021, search,7,https://search.proquest.com/openview/52d935c3d0519a7c5f17a6a92fceaf6f/1?pq-origsite=gscholar&cbl=2031963
Unveiling Coronary Heart Disease Prediction through Machine Learning Techniques: Insights from the Suita Population-Based Cohort Study,"T Vu, Y Kokubo, M Inoue, M Yamamoto, A Mohsen… ",2024, researchsquare,1,https://www.researchsquare.com/article/rs-4120297/latest
Ischemic heart disease prediction using optimized squirrel search feature selection algorithm,"D Cenitta, RV Arjunan, KV Prema ",2022, ieeexplore,29,https://ieeexplore.ieee.org/abstract/document/9955521/
Heart Disease Prediction Using a Group of Machine and Deep Learning Algorithms,SS Abu,2022, Springer,7,https://link.springer.com/chapter/10.1007/978-3-031-36258-3_16
A study on coronary disease prediction using boosting-based ensemble machine learning approaches,"AZSB Habib, T Tasnim… ",2019, ieeexplore,32,https://ieeexplore.ieee.org/abstract/document/9290600/
Heart Disease Prediction Using Machine Learning,"M Sai Shekhar, Y Mani Chand… ",2020, Springer,4,https://link.springer.com/chapter/10.1007/978-981-15-8685-9_63
Coronary heart disease prediction using voting classifier ensemble learning,"P Singh, R Bansal, S Sharma ",2021, ieeexplore,14,https://ieeexplore.ieee.org/abstract/document/9725705/
Machine Learning Techniques for Heart Disease Prediction,"K Wankhede, B Wukkadada… ",2023, ieeexplore,1,https://ieeexplore.ieee.org/abstract/document/10104919/
Disease prediction system in human beings using machine learning approaches,"K Joshi, VK Gupta, P Jain, A Shukla… ",2024, ieeexplore,7,https://ieeexplore.ieee.org/abstract/document/10468978/
Performance evaluation of optimal ensemble learning approaches with PCA and LDA-based feature extraction for heart disease prediction,"MSH Rabbi, MM Bari, T Debnath, A Rahman… ",2025, Elsevier,1,https://www.sciencedirect.com/science/article/pii/S1746809424011960
 Mixed machine learning approach for efficient prediction of human heart disease by identifying the numerical and categorical features,"GN Ahmad, H Fatima, M Abbas, O Rahman… ",2022, mdpi,30,https://www.mdpi.com/2076-3417/12/15/7449
Heart Disease Prediction Model using Genetic Algorithm and Support Vector Machine,"A Lakshmi, R Devi ",2023, ieeexplore,4,https://ieeexplore.ieee.org/abstract/document/10142858/
HEART DISEASE PREDICTION USING MACHINE LEARNING,"A Harika, P Sriteja… ",2024, machineintelligenceresearchs,0,http://machineintelligenceresearchs.com/index.php/MIR/article/view/17
 Heart Disease Prediction using Machine Learning and Deep Learning Approaches: A Systematic Survey,"K Saikumarº, PS Ravindra, MD Sravanthiº… ",2025, researchgate,0,https://www.researchgate.net/profile/Ali-Bostani/publication/386697371_Heart_Disease_Prediction_using_Machine_Learning_and_Deep_Learning_Approaches_A_SystematicSurvey/links/6758b6b072215358fe25a8ab/Heart-Disease-Prediction-using-Machine-Learning-and-Deep-Learning-Approaches-A-SystematicSurvey.pdf
Heart Disease Prediction Using Classification Techniques of Supervised Machine Learning,"G Balaraju, MDS Reddy, SR Manjunath… ",2024, ieeexplore,1,https://ieeexplore.ieee.org/abstract/document/10699057/
An automated perception and prediction of heart disease based on machine learning,"R Aggarwal, S Kumar ",2022, pubs,8,https://pubs.aip.org/aip/acp/article-abstract/2424/1/020001/2822313
